travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID
13590,134,Bhubaneswar,Dabolim,2020-05-07,Coconut Creek Resort,3,Deluxe,3473,1,0,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,17365,2020-05-12,DABO3
14434,145,Chandigarh,Dabolim,2021-07-08,Coconut Creek Resort,3,Executive,4104,3,1,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,32832,2021-07-12,DABO3
14562,146,Bilaspur,Dabolim,2020-04-16,Coconut Creek Resort,3,Deluxe,3473,3,1,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,34730,2020-04-21,DABO3
15593,155,Patna,Dabolim,2021-10-28,Coconut Creek Resort,3,Deluxe,3473,3,1,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,34730,2021-11-02,DABO3
16343,161,Bilaspur,Dabolim,2022-02-24,Coconut Creek Resort,3,Suite,4736,4,2,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,56832,2022-02-28,DABO3
16731,167,Bhopal,Dabolim,2019-12-05,Coconut Creek Resort,3,Executive,4104,3,3,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,12312,2019-12-06,DABO3
17711,176,Kullu-Manali,Dabolim,2020-12-24,Coconut Creek Resort,3,Suite,4736,2,2,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",3,28416,2020-12-27,DABO3
19410,189,Raipur,Dabolim,2022-01-27,Coconut Creek Resort,3,Executive,4104,1,0,1,4104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",2,8208,2022-01-29,DABO3
19955,194,Surat,Dabolim,2021-04-01,Coconut Creek Resort,3,Suite,4736,1,2,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,4736,2021-04-02,DABO3
20456,199,Jaipur,Dabolim,2020-01-16,Coconut Creek Resort,3,Suite,4736,2,2,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,56832,2020-01-22,DABO3
21101,207,Raipur,Dabolim,2020-10-29,Coconut Creek Resort,3,Deluxe,3473,2,1,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,41676,2020-11-04,DABO3
22037,216,Chandigarh,Dabolim,2020-09-17,Coconut Creek Resort,3,Suite,4736,4,1,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,99456,2020-09-24,DABO3
22415,219,Ahmedabad,Dabolim,2022-05-20,Coconut Creek Resort,3,Suite,4736,2,2,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",4,37888,2022-05-24,DABO3
23894,234,Amritsar,Dabolim,2020-11-27,Coconut Creek Resort,3,Deluxe,3473,1,0,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,10419,2020-11-30,DABO3
25615,247,Puri,Dabolim,2020-11-01,Coconut Creek Resort,3,Executive,4104,2,2,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,41040,2020-11-06,DABO3
25758,248,Visakhapatnam,Dabolim,2019-12-26,Coconut Creek Resort,3,Executive,4104,1,0,1,4104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,20520,2019-12-31,DABO3
25871,248,Vadodara,Dabolim,2022-02-24,Coconut Creek Resort,3,Deluxe,3473,3,3,3,10419,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,41676,2022-02-28,DABO3
28403,271,Kullu-Manali,Dabolim,2022-06-09,Coconut Creek Resort,3,Deluxe,3473,1,2,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,3473,2022-06-10,DABO3
28654,274,Gangtok,Dabolim,2020-05-14,Coconut Creek Resort,3,Suite,4736,1,1,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,33152,2020-05-21,DABO3
32895,317,Delhi NCR,Dabolim,2021-02-04,Coconut Creek Resort,3,Suite,4736,4,2,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,99456,2021-02-11,DABO3
34410,329,Raipur,Dabolim,2020-08-06,Coconut Creek Resort,3,Suite,4736,1,0,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,14208,2020-08-09,DABO3
37304,355,Raigarh,Dabolim,2021-04-08,Coconut Creek Resort,3,Executive,4104,3,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,24624,2021-04-10,DABO3
39896,386,Chandigarh,Dabolim,2020-03-26,Coconut Creek Resort,3,Deluxe,3473,4,2,3,10419,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",2,20838,2020-03-28,DABO3
40904,395,Jaipur,Dabolim,2020-07-30,Coconut Creek Resort,3,Executive,4104,2,0,1,4104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",5,20520,2020-08-04,DABO3
41604,403,Jamshedpur,Dabolim,2020-08-20,Coconut Creek Resort,3,Executive,4104,3,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",4,49248,2020-08-24,DABO3
43429,425,Bhubaneswar,Dabolim,2020-02-09,Coconut Creek Resort,3,Executive,4104,2,2,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,16416,2020-02-11,DABO3
44685,436,Hisar,Dabolim,2020-12-12,Coconut Creek Resort,3,Deluxe,3473,2,0,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,10419,2020-12-15,DABO3
45329,442,Chandigarh,Dabolim,2020-02-13,Coconut Creek Resort,3,Suite,4736,3,1,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",1,9472,2020-02-14,DABO3
47089,456,Delhi NCR,Dabolim,2021-09-02,Coconut Creek Resort,3,Suite,4736,3,2,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,42624,2021-09-05,DABO3
48948,480,Mopa,Dabolim,2020-03-26,Coconut Creek Resort,3,Suite,4736,1,2,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,33152,2020-04-02,DABO3
51335,500,Visakhapatnam,Dabolim,2019-10-24,Coconut Creek Resort,3,Executive,4104,1,2,1,4104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",5,20520,2019-10-29,DABO3
51573,501,Khowai,Dabolim,2021-03-18,Coconut Creek Resort,3,Executive,4104,3,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,24624,2021-03-20,DABO3
56133,545,Kullu-Manali,Dabolim,2023-06-15,Coconut Creek Resort,3,Suite,4736,4,1,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,42624,2023-06-18,DABO3
57173,557,Chandigarh,Dabolim,2020-06-18,Coconut Creek Resort,3,Suite,4736,3,3,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,71040,2020-06-23,DABO3
59520,577,Raipur,Dabolim,2020-08-27,Coconut Creek Resort,3,Executive,4104,2,2,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,41040,2020-09-01,DABO3
62353,607,Kota,Dabolim,2022-09-22,Coconut Creek Resort,3,Suite,4736,2,2,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",7,66304,2022-09-29,DABO3
65157,634,Ayodhya,Dabolim,2020-02-27,Coconut Creek Resort,3,Deluxe,3473,4,1,3,10419,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,20838,2020-02-29,DABO3
69153,669,Surat,Dabolim,2021-04-22,Coconut Creek Resort,3,Executive,4104,4,1,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,12312,2021-04-23,DABO3
69291,671,Visakhapatnam,Dabolim,2021-04-01,Coconut Creek Resort,3,Suite,4736,2,3,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,28416,2021-04-04,DABO3
71649,695,Gangtok,Dabolim,2020-10-03,Coconut Creek Resort,3,Executive,4104,4,1,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,86184,2020-10-10,DABO3
72803,707,Bilaspur,Dabolim,2021-12-02,Coconut Creek Resort,3,Suite,4736,4,3,4,18944,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",7,132608,2021-12-09,DABO3
73662,714,Imphal,Dabolim,2022-04-07,Coconut Creek Resort,3,Deluxe,3473,4,1,3,10419,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,52095,2022-04-12,DABO3
74897,727,Nashik,Dabolim,2021-07-22,Coconut Creek Resort,3,Executive,4104,4,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,12312,2021-07-23,DABO3
77000,747,Hyderabad,Dabolim,2022-01-28,Coconut Creek Resort,3,Deluxe,3473,1,2,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,24311,2022-02-04,DABO3
82533,804,Hyderabad,Dabolim,2019-11-14,Coconut Creek Resort,3,Executive,4104,4,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,49248,2019-11-18,DABO3
84473,830,Ranchi,Dabolim,2020-07-30,Coconut Creek Resort,3,Suite,4736,4,1,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,99456,2020-08-06,DABO3
85874,847,Bhopal,Dabolim,2019-10-17,Coconut Creek Resort,3,Executive,4104,4,0,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,57456,2019-10-24,DABO3
90064,888,Ayodhya,Dabolim,2022-06-02,Coconut Creek Resort,3,Executive,4104,4,3,4,16416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,32832,2022-06-04,DABO3
92976,917,Ludhiana,Dabolim,2020-12-24,Coconut Creek Resort,3,Suite,4736,2,0,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,28416,2020-12-30,DABO3
94470,933,Ayodhya,Dabolim,2021-09-23,Coconut Creek Resort,3,Suite,4736,1,0,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,4736,2021-09-24,DABO3
97512,964,Raigarh,Dabolim,2019-12-26,Coconut Creek Resort,3,Deluxe,3473,3,1,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,48622,2020-01-02,DABO3
102980,1022,Puducherry,Dabolim,2022-01-13,Coconut Creek Resort,3,Executive,4104,4,3,4,16416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,65664,2022-01-17,DABO3
103491,1027,Dhubri,Dabolim,2020-03-12,Coconut Creek Resort,3,Suite,4736,1,1,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,33152,2020-03-19,DABO3
113246,1125,Vadodara,Dabolim,2020-01-30,Coconut Creek Resort,3,Deluxe,3473,1,2,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,3473,2020-01-31,DABO3
114225,1136,Coimbatore,Dabolim,2020-07-16,Coconut Creek Resort,3,Suite,4736,4,2,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",5,71040,2020-07-21,DABO3
117804,1166,Hisar,Dabolim,2020-08-13,Coconut Creek Resort,3,Executive,4104,3,3,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,86184,2020-08-20,DABO3
121912,1209,Ranchi,Dabolim,2019-12-12,Coconut Creek Resort,3,Deluxe,3473,1,1,1,3473,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,24311,2019-12-19,DABO3
121977,1210,Kota,Dabolim,2020-10-29,Coconut Creek Resort,3,Suite,4736,3,3,3,14208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",4,56832,2020-11-02,DABO3
125045,1234,Dehradun,Dabolim,2020-08-02,Coconut Creek Resort,3,Executive,4104,4,0,2,8208,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,8208,2020-08-03,DABO3
127669,1259,Bengaluru,Dabolim,2021-09-02,Coconut Creek Resort,3,Executive,4104,4,3,4,16416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,114912,2021-09-09,DABO3
128348,1265,Indore,Dabolim,2019-12-12,Coconut Creek Resort,3,Deluxe,3473,4,0,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",2,13892,2019-12-14,DABO3
129668,1278,Mumbai,Dabolim,2020-11-12,Coconut Creek Resort,3,Executive,4104,1,1,1,4104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,24624,2020-11-18,DABO3
131356,1293,Dehradun,Dabolim,2020-11-05,Coconut Creek Resort,3,Executive,4104,4,2,3,12312,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,49248,2020-11-09,DABO3
132005,1299,Mopa,Dabolim,2021-03-18,Coconut Creek Resort,3,Suite,4736,1,1,1,4736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,14208,2021-03-21,DABO3
132043,1300,Raigarh,Dabolim,2020-05-28,Coconut Creek Resort,3,Deluxe,3473,4,0,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",7,48622,2020-06-04,DABO3
135340,1331,Mysuru,Dabolim,2022-02-17,Coconut Creek Resort,3,Deluxe,3473,3,0,2,6946,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,27784,2022-02-21,DABO3
468,4,Jamshedpur,Patna,2020-07-23,Hotel Savera,3,Deluxe,4811,2,2,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,9622,2020-07-24,PATN8
3085,28,Visakhapatnam,Patna,2019-10-24,Hotel Savera,3,Executive,5686,1,2,1,5686,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,28430,2019-10-29,PATN8
3181,32,Bhopal,Patna,2019-11-28,Hotel Savera,3,Executive,5686,4,1,3,17058,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,119406,2019-12-05,PATN8
4500,45,Hyderabad,Patna,2020-10-29,Hotel Savera,3,Deluxe,4811,1,0,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,4811,2020-10-30,PATN8
6211,61,Ludhiana,Patna,2022-09-08,Hotel Savera,3,Deluxe,4811,1,0,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,33677,2022-09-15,PATN8
6674,64,Dabolim,Patna,2022-09-15,Hotel Savera,3,Suite,6561,2,0,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",1,6561,2022-09-16,PATN8
7522,72,Ayodhya,Patna,2020-07-09,Hotel Savera,3,Deluxe,4811,4,0,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,28866,2020-07-12,PATN8
8372,82,Tirupati,Patna,2021-01-15,Hotel Savera,3,Deluxe,4811,3,2,3,14433,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",6,86598,2021-01-21,PATN8
11472,112,Kota,Patna,2022-04-28,Hotel Savera,3,Suite,6561,3,2,3,19683,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,78732,2022-05-02,PATN8
11710,115,Bengaluru,Patna,2020-06-04,Hotel Savera,3,Executive,5686,4,0,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,22744,2020-06-06,PATN8
11871,116,Itanagar,Patna,2020-02-13,Hotel Savera,3,Executive,5686,2,1,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,45488,2020-02-17,PATN8
15910,157,Itanagar,Patna,2021-12-30,Hotel Savera,3,Suite,6561,2,3,2,13122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",3,39366,2022-01-02,PATN8
17342,174,Diu,Patna,2020-04-30,Hotel Savera,3,Executive,5686,2,1,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,56860,2020-05-05,PATN8
17495,174,Indore,Patna,2023-04-06,Hotel Savera,3,Deluxe,4811,3,2,3,14433,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,14433,2023-04-07,PATN8
18225,180,Vadodara,Patna,2021-05-13,Hotel Savera,3,Executive,5686,2,1,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,68232,2021-05-19,PATN8
22366,219,Kullu-Manali,Patna,2021-06-10,Hotel Savera,3,Deluxe,4811,1,1,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,14433,2021-06-13,PATN8
22417,219,Delhi NCR,Patna,2022-07-02,Hotel Savera,3,Executive,5686,4,0,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",5,56860,2022-07-07,PATN8
25422,245,Visakhapatnam,Patna,2021-05-20,Hotel Savera,3,Deluxe,4811,1,0,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",3,14433,2021-05-23,PATN8
27972,267,Jamshedpur,Patna,2021-07-22,Hotel Savera,3,Executive,5686,4,0,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,11372,2021-07-23,PATN8
28664,274,Kolkata,Patna,2020-07-23,Hotel Savera,3,Suite,6561,3,2,3,19683,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,39366,2020-07-25,PATN8
29849,284,Chandigarh,Patna,2023-04-13,Hotel Savera,3,Executive,5686,3,3,3,17058,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",6,102348,2023-04-19,PATN8
30999,296,Puducherry,Patna,2020-05-14,Hotel Savera,3,Suite,6561,2,1,2,13122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",6,78732,2020-05-20,PATN8
31360,300,Coimbatore,Patna,2021-08-12,Hotel Savera,3,Suite,6561,2,3,2,13122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,65610,2021-08-17,PATN8
31629,304,Bilaspur,Patna,2020-02-27,Hotel Savera,3,Deluxe,4811,4,2,3,14433,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,101031,2020-03-05,PATN8
32351,310,Bhopal,Patna,2020-04-23,Hotel Savera,3,Executive,5686,4,2,3,17058,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,17058,2020-04-24,PATN8
32357,310,Ayodhya,Patna,2020-06-04,Hotel Savera,3,Suite,6561,4,3,4,26244,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",3,78732,2020-06-07,PATN8
38938,372,Bhopal,Patna,2022-08-25,Hotel Savera,3,Deluxe,4811,1,2,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,14433,2022-08-28,PATN8
39192,378,Itanagar,Patna,2020-08-27,Hotel Savera,3,Suite,6561,4,3,4,26244,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,104976,2020-08-31,PATN8
40550,390,Jamshedpur,Patna,2022-04-21,Hotel Savera,3,Suite,6561,3,0,2,13122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",3,39366,2022-04-24,PATN8
40912,395,Jamshedpur,Patna,2020-09-24,Hotel Savera,3,Deluxe,4811,3,1,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,28866,2020-09-27,PATN8
41638,404,Mumbai,Patna,2020-02-13,Hotel Savera,3,Suite,6561,1,1,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,32805,2020-02-18,PATN8
42344,412,Diu,Patna,2022-04-14,Hotel Savera,3,Executive,5686,3,0,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",7,79604,2022-04-21,PATN8
45436,442,Ayodhya,Patna,2022-03-03,Hotel Savera,3,Suite,6561,4,3,4,26244,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,26244,2022-03-04,PATN8
48040,468,Jaipur,Patna,2019-10-31,Hotel Savera,3,Suite,6561,1,0,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,6561,2019-11-01,PATN8
49388,483,Nashik,Patna,2022-11-10,Hotel Savera,3,Executive,5686,3,0,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",7,79604,2022-11-17,PATN8
49475,484,Mumbai,Patna,2020-10-08,Hotel Savera,3,Suite,6561,1,2,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",4,26244,2020-10-12,PATN8
50567,492,Ahmedabad,Patna,2020-04-23,Hotel Savera,3,Suite,6561,2,0,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,13122,2020-04-25,PATN8
51633,502,Jaipur,Patna,2020-03-26,Hotel Savera,3,Executive,5686,1,2,1,5686,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,39802,2020-04-02,PATN8
52147,505,Mysuru,Patna,2021-09-05,Hotel Savera,3,Suite,6561,1,1,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,26244,2021-09-09,PATN8
53911,521,Bilaspur,Patna,2022-07-28,Hotel Savera,3,Deluxe,4811,2,1,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,67354,2022-08-04,PATN8
54281,526,Kullu-Manali,Patna,2020-02-09,Hotel Savera,3,Deluxe,4811,1,2,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,9622,2020-02-11,PATN8
54916,535,Dhubri,Patna,2021-03-04,Hotel Savera,3,Executive,5686,2,1,2,11372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,68232,2021-03-10,PATN8
55216,539,Hisar,Patna,2021-10-21,Hotel Savera,3,Deluxe,4811,2,0,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",1,4811,2021-10-22,PATN8
