TravelCode,UserID,City,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalRooms,TotalPrice,Amenities,StayingDays,TotalCost,CheckOut,CheckIn,Images
41791,407,Ludhiana,Hotel Onn,3,Executive,4226,2,1,2,8452,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",3,25356,26-12-2021,23-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Onn+Ludhiana
41795,407,Bilaspur,Hotel Vinayak Palace,2,Deluxe,2258,2,3,2,4516,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",1,4516,22-01-2022,21-01-2022,https://tse1.mm.bing.net/th?q=Hotel+Vinayak+Palace+Bilaspur
41797,407,Hisar,Hotel Imperial Blue,3,Suite,6693,4,0,2,13386,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,53544,07-02-2022,03-02-2022,https://tse1.mm.bing.net/th?q=Hotel+Imperial+Blue+Hisar
41798,407,Diu,Hotel Palms,3,Suite,7014,4,3,4,28056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,112224,14-02-2022,10-02-2022,https://tse1.mm.bing.net/th?q=Hotel+Palms+Diu
41802,407,Diu,Azzaro Resort & Spa,4,Executive,8407,2,0,1,8407,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",7,58849,17-04-2022,10-04-2022,https://tse1.mm.bing.net/th?q=Azzaro+Resort+&+Spa+Diu
41804,407,Navi Mumbai,Hotel Supreme Heritage,3,Deluxe,4963,3,3,3,14889,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,59556,28-03-2022,24-03-2022,https://tse1.mm.bing.net/th?q=Hotel+Supreme+Heritage+Navi+Mumbai
41813,407,Raigarh,Hotel Shree Sai,1,Suite,2841,1,1,1,2841,"['Wi-Fi', 'Parking']",5,14205,31-05-2022,26-05-2022,https://tse1.mm.bing.net/th?q=Hotel+Shree+Sai+Raigarh
41819,407,Chandigarh,Holiday Inn Chandigarh Panchkula,4,Executive,7137,2,2,2,14274,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,42822,10-07-2022,07-07-2022,https://tse1.mm.bing.net/th?q=Holiday+Inn+Chandigarh+Panchkula
41824,407,Indore,Radisson Blu Hotel Indore,5,Suite,15106,3,0,2,30212,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",4,120848,15-08-2022,11-08-2022,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Indore+Indore
41833,407,Thiruvananthapuram,The Leela Kovalam,5,Suite,14506,3,3,3,43518,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",7,304626,20-10-2022,13-10-2022,https://tse1.mm.bing.net/th?q=The+Leela+Kovalam+Thiruvananthapuram
41838,407,Coimbatore,"Zone Connect Hotel, Coimbatore",4,Suite,7690,4,0,2,15380,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,15380,18-11-2022,17-11-2022,https://tse1.mm.bing.net/th?q=Zone+Connect+Hotel+Coimbatore
41841,407,Patna,Hotel Republic,3,Deluxe,5125,1,0,1,5125,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,35875,15-12-2022,08-12-2022,https://tse1.mm.bing.net/th?q=Hotel+Republic+Patna
41846,407,Bengaluru,Signature Club Resort,4,Suite,10342,2,3,2,20684,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",7,144788,19-01-2023,12-01-2023,https://tse1.mm.bing.net/th?q=Signature+Club+Resort+Bengaluru  
41848,407,Dhubri,Hotel Prashanti Lodge,2,Suite,4072,3,3,3,12216,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,12216,27-01-2023,26-01-2023,https://tse1.mm.bing.net/th?q=Hotel+Prashanti+Lodge+Dhubri
41849,407,Patna,Hotel Samrat International,3,Executive,4348,4,3,4,17392,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,52176,05-02-2023,02-02-2023,https://tse1.mm.bing.net/th?q=Hotel+Samrat+International+Patna
41850,407,Ayodhya,Hotel Ramprastha,3,Executive,5221,4,0,2,10442,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",4,41768,13-02-2023,09-02-2023,https://tse1.mm.bing.net/th?q=Hotel+Ramprastha+Ayodhya  
41857,407,Bhopal,Noor-Us-Sabah Palace,4,Deluxe,7185,1,1,1,7185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,7185,31-03-2023,30-03-2023,https://tse1.mm.bing.net/th?q=Noor-Us-Sabah+Palace+Bhopal  
41859,407,Visakhapatnam,Best Western Ramachandra,3,Deluxe,5035,3,0,2,10070,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",4,40280,17-04-2023,13-04-2023,https://tse1.mm.bing.net/th?q=Best+Western+Ramachandra+Visakhapatnam
41864,408,Visakhapatnam,The Pioneer,3,Executive,4957,2,2,2,9914,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,29742,06-10-2019,03-10-2019,https://tse1.mm.bing.net/th?q=The+Pioneer+Visakhapatnam
41865,408,Dabolim,Hotel La Paz Gardens,3,Suite,6154,2,3,2,12308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",1,12308,11-11-2019,10-11-2019,https://tse1.mm.bing.net/th?q=Hotel+La+Paz+Gardens+Dabolim
41871,408,Kullu-Manali,The Himalayan,5,Suite,15609,4,2,3,46827,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",2,93654,23-11-2019,21-11-2019,https://tse1.mm.bing.net/th?q=The+Himalayan+Kullu-Manali
41873,408,Diu,Hotel Apaar,3,Deluxe,3956,2,3,2,7912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,47472,11-12-2019,05-12-2019,https://tse1.mm.bing.net/th?q=Hotel+Apaar+Diu
41875,408,Khowai,Hotel Tripureshwari,3,Suite,4680,4,3,4,18720,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,131040,26-12-2019,19-12-2019,https://tse1.mm.bing.net/th?q=Hotel+Tripureshwari+Khowai
41876,408,Shillong,Hotel Polo Towers Shillong,4,Suite,8966,2,0,1,8966,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",6,53796,01-01-2020,26-12-2019,https://tse1.mm.bing.net/th?q=Hotel+Polo+Towers+Shillong+Shillong
41879,408,Bilaspur,Hotel Vinayak Palace,2,Deluxe,2258,4,1,3,6774,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,47418,23-01-2020,16-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Vinayak+Palace+Bilaspur
41880,408,Raipur,Hotel VW Canyon,4,Suite,10328,4,1,3,30984,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,123936,27-01-2020,23-01-2020,https://tse1.mm.bing.net/th?q=Hotel+VW+Canyon+Raipur
41882,408,Khowai,Hotel Sonar Tori,3,Deluxe,5180,4,2,3,15540,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,93240,12-03-2020,06-03-2020,https://tse1.mm.bing.net/th?q=Hotel+Sonar+Tori+Khowai
41892,408,Navi Mumbai,Fortune Select Exotica,4,Deluxe,7106,4,1,3,21318,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",5,106590,21-04-2020,16-04-2020,https://tse1.mm.bing.net/th?q=Fortune+Select+Exotica+Navi+Mumbai
41896,408,Dabolim,Mariaariose - Melody of the Sea,3,Executive,6431,1,2,1,6431,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,25724,18-05-2020,14-05-2020,https://tse1.mm.bing.net/th?q=Mariaariose+Melody+of+the+Sea+Dabolim
41909,408,Gwalior,The Central Park,3,Deluxe,3866,2,0,1,3866,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,11598,16-08-2020,13-08-2020,https://tse1.mm.bing.net/th?q=The+Central+Park+Gwalior
41910,408,Itanagar,Hotel Aanggong,2,Suite,4352,2,0,1,4352,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,8704,22-08-2020,20-08-2020,https://tse1.mm.bing.net/th?q=Hotel+Aanggong+Itanagar
41917,408,Pune,Hotel Aurora Towers,3,Suite,7176,2,1,2,14352,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,71760,13-10-2020,08-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Aurora+Towers+Pune
41919,408,Raipur,Hotel Shamrock Greens,4,Suite,9522,4,0,2,19044,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",4,76176,26-10-2020,22-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Shamrock+Greens+Raipur
41920,408,Nashik,Hotel Royale Heritage,3,Executive,5964,4,1,3,17892,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,35784,31-10-2020,29-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Royale+Heritage+Nashik
41921,408,Guwahati,Hotel Atithi,3,Deluxe,4921,4,2,3,14763,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",6,88578,11-11-2020,05-11-2020,https://tse1.mm.bing.net/th?q=Hotel+Atithi+Guwahati
41924,408,Patna,Hotel Chanakya,4,Executive,8130,4,1,3,24390,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,121950,01-12-2020,26-11-2020,https://tse1.mm.bing.net/th?q=Hotel+Chanakya+Patna
41933,408,Srinagar,Hotel Kashmir Inn,3,Suite,4716,2,1,2,9432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,47160,02-02-2021,28-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Kashmir+Inn+Srinagar
41934,408,Dehradun,Gaharwar Home Stay,3,Deluxe,4281,2,2,2,8562,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,59934,11-02-2021,04-02-2021,https://tse1.mm.bing.net/th?q=Gaharwar+Home+Stay+Dehradun
41940,408,Hyderabad,Park Hyatt Hyderabad,5,Executive,10888,3,2,3,32664,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",2,65328,20-03-2021,18-03-2021,https://tse1.mm.bing.net/th?q=Park+Hyatt+Hyderabad
41942,408,Vijayawada,"Lemon Tree Premier, Vijayawada",4,Suite,7690,4,1,3,23070,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",7,161490,08-04-2021,01-04-2021,https://tse1.mm.bing.net/th?q=Lemon+Tree+Premier+Vijayawada+Vijayawada
41943,408,Pune,Radisson Blu Hotel Pune Kharadi,5,Executive,10826,4,1,3,32478,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",4,129912,12-04-2021,08-04-2021,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Pune+Kharadi+Pune
41945,408,Shimla,Hotel Baljees Regency,3,Suite,5916,2,3,2,11832,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,59160,27-04-2021,22-04-2021,https://tse1.mm.bing.net/th?q=Hotel+Baljees+Regency+Shimla
41946,408,Raigarh,Hotel Shubham,2,Executive,3507,4,0,2,7014,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,42084,05-05-2021,29-04-2021,https://tse1.mm.bing.net/th?q=Hotel+Shubham+Raigarh
41949,408,Mumbai,Sofitel Mumbai BKC,5,Deluxe,10481,4,3,4,41924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,83848,22-05-2021,20-05-2021,https://tse1.mm.bing.net/th?q=Sofitel+Mumbai+BKC+Mumbai
41950,408,Itanagar,Hotel Su Pinsa,3,Deluxe,3508,4,1,3,10524,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,73668,03-06-2021,27-05-2021,https://tse1.mm.bing.net/th?q=Hotel+Su+Pinsa+Itanagar
41951,408,Srinagar,Hotel Grand Boulevard,3,Deluxe,5110,2,0,1,5110,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,10220,05-06-2021,03-06-2021,https://tse1.mm.bing.net/th?q=Hotel+Grand+Boulevard+Srinagar
41952,408,Nashik,Courtyard by Marriott Nashik,5,Executive,12173,2,2,2,24346,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,48692,12-06-2021,10-06-2021,https://tse1.mm.bing.net/th?q=Courtyard+by+Marriott+Nashik+Nashik
41954,408,Jaipur,Hotel Royal Orchid Jaipur,4,Suite,8040,1,1,1,8040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,48240,30-06-2021,24-06-2021,https://tse1.mm.bing.net/th?q=Hotel+Royal+Orchid+Jaipur+Jaipur
41957,408,Srinagar,"Radisson Collection Hotel & Spa, Riverfront Srinagar",5,Deluxe,10233,3,2,3,30699,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,184194,21-07-2021,15-07-2021,https://tse1.mm.bing.net/th?q=Radisson+Collection+Hotel+Spa+Riverfront+Srinagar+Srinagar
41964,408,Puducherry,La Villa Shanti,4,Suite,9972,4,3,4,39888,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",4,159552,06-09-2021,02-09-2021,https://tse1.mm.bing.net/th?q=La+Villa+Shanti+Puducherry
41968,408,Gwalior,Hotel The Vedas,3,Deluxe,4137,3,2,3,12411,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",3,37233,03-10-2021,30-09-2021,https://tse1.mm.bing.net/th?q=Hotel+The+Vedas+Gwalior
41976,409,Ayodhya,Hotel Panchsheel,3,Executive,4339,4,0,2,8678,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,34712,07-10-2019,03-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Panchsheel+Ayodhya  
41979,409,Puri,Hotel Pushpa (Berries Group of Hotels),2,Executive,2755,4,3,4,11020,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,66120,30-10-2019,24-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Pushpa+Berries+Group+of+Hotels+Puri
41980,409,Gwalior,Regenta Place Gwalior,4,Suite,8313,3,3,3,24939,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,149634,06-11-2019,31-10-2019,https://tse1.mm.bing.net/th?q=Regenta+Place+Gwalior
41985,409,Delhi NCR,Pride Plaza Hotel Aerocity New Delhi,5,Executive,11575,3,2,3,34725,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,243075,12-12-2019,05-12-2019,https://tse1.mm.bing.net/th?q=Pride+Plaza+Hotel+Aerocity+New+Delhi
41986,409,Bhubaneswar,Mayfair Lagoon,5,Suite,15896,4,2,3,47688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",1,47688,13-12-2019,12-12-2019,https://tse1.mm.bing.net/th?q=Mayfair+Lagoon+Bhubaneswar
41988,409,Vadodara,Hotel Suba Elite,3,Suite,6950,2,0,1,6950,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,34750,31-12-2019,26-12-2019,https://tse1.mm.bing.net/th?q=Hotel+Suba+Elite+Vadodara
41993,409,Pune,Radisson Blu Hotel Pune Kharadi,5,Executive,10826,1,2,1,10826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",3,32478,02-02-2020,30-01-2020,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Pune+Kharadi+Pune
41994,409,Vadodara,"Welcomhotel by ITC Hotels, Alkapuri",5,Deluxe,9833,1,1,1,9833,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,29499,09-02-2020,06-02-2020,https://tse1.mm.bing.net/th?q=Welcomhotel+by+ITC+Hotels+Alkapuri+Vadodara
41999,409,Patna,Hotel Republic,3,Executive,6057,3,0,2,12114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",4,48456,16-04-2020,12-04-2020,https://tse1.mm.bing.net/th?q=Hotel+Republic+Patna
42000,409,Raigarh,Hotel Shyam,2,Suite,3558,4,2,3,10674,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,21348,21-03-2020,19-03-2020,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
42001,409,Chandigarh,Hyatt Regency Chandigarh,5,Deluxe,10773,1,0,1,10773,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",5,53865,31-03-2020,26-03-2020,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chandigarh
42005,409,Prayagraj,Hotel Prayag Inn,3,Suite,6567,2,2,2,13134,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,39402,26-04-2020,23-04-2020,https://tse1.mm.bing.net/th?q=Hotel+Prayag+Inn+Prayagraj
42007,409,Varanasi,Rivatas by Ideal,4,Suite,8142,4,1,3,24426,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,48852,09-05-2020,07-05-2020,https://tse1.mm.bing.net/th?q=Rivatas+by+Ideal+Varanasi
42008,409,Mysuru,Hotel MB International,3,Executive,4731,4,2,3,14193,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",7,99351,21-05-2020,14-05-2020,https://tse1.mm.bing.net/th?q=Hotel+MB+International+Mysuru
42009,409,Chandigarh,Hyatt Regency Chandigarh,5,Suite,14691,1,2,1,14691,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,29382,23-05-2020,21-05-2020,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chandigarh
42010,409,Bhubaneswar,Trident Bhubaneswar,5,Executive,11106,3,2,3,33318,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",3,99954,31-05-2020,28-05-2020,https://tse1.mm.bing.net/th?q=Trident+Bhubaneswar
42012,409,Pune,Radisson Blu Hotel Pune Kharadi,5,Deluxe,9161,3,0,2,18322,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,54966,14-07-2020,11-07-2020,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Pune+Kharadi+Pune
42016,409,Shimla,Radisson Hotel Shimla,5,Deluxe,9297,3,2,3,27891,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,27891,10-07-2020,09-07-2020,https://tse1.mm.bing.net/th?q=Radisson+Hotel+Shimla+Shimla
42022,409,Srinagar,Hotel Pacific Srinagar,3,Deluxe,5038,4,1,3,15114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,60456,24-08-2020,20-08-2020,https://tse1.mm.bing.net/th?q=Hotel+Pacific+Srinagar+Srinagar
42028,409,Gangtok,Summit Norling Resort & Spa,3,Executive,4206,2,0,1,4206,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",7,29442,08-10-2020,01-10-2020,https://tse1.mm.bing.net/th?q=Summit+Norling+Resort+&+Spa+Gangtok
42032,409,Khowai,Hotel Palace Inn,3,Deluxe,4913,4,0,2,9826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",6,58956,04-11-2020,29-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Palace+Inn+Khowai
42034,409,Puri,Toshali Sands Resort,4,Suite,7956,3,3,3,23868,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",1,23868,13-11-2020,12-11-2020,https://tse1.mm.bing.net/th?q=Toshali+Sands+Resort+Puri
42039,409,Jamshedpur,Ginger Hotel Jamshedpur,3,Suite,6578,1,1,1,6578,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",1,6578,18-12-2020,17-12-2020,https://tse1.mm.bing.net/th?q=Ginger+Hotel+Jamshedpur+Jamshedpur
42042,409,Surat,Hotel Central Excellency,3,Suite,6414,2,3,2,12828,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,64140,12-01-2021,07-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Central+Excellency+Surat
42045,409,Khowai,Hotel Sonar Tori,3,Suite,7064,4,0,2,14128,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,56512,01-02-2021,28-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Sonar+Tori+Khowai
42048,409,Bhubaneswar,Hotel Hindusthan International Bhubaneswar,4,Suite,8490,4,3,4,33960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",1,33960,19-02-2021,18-02-2021,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Bhubaneswar
42057,409,Shimla,Hotel Marina,4,Suite,9350,4,0,2,18700,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",2,37400,24-04-2021,22-04-2021,https://tse1.mm.bing.net/th?q=Hotel+Marina+Shimla
42058,409,Bhubaneswar,Trident Bhubaneswar,5,Deluxe,9397,4,3,4,37588,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,75176,01-05-2021,29-04-2021,https://tse1.mm.bing.net/th?q=Trident+Bhubaneswar
42060,409,Puri,Hotel Shree Hari,3,Suite,6783,4,1,3,20349,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",4,81396,17-05-2021,13-05-2021,https://tse1.mm.bing.net/th?q=Hotel+Shree+Hari+Puri
42066,410,Ahmedabad,Hyatt Regency Ahmedabad,5,Suite,16252,1,1,1,16252,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,48756,13-10-2019,10-10-2019,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Ahmedabad  
42071,410,Diu,Hotel Apaar,3,Suite,5394,1,0,1,5394,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,16182,17-11-2019,14-11-2019,https://tse1.mm.bing.net/th?q=Hotel+Apaar+Diu
42074,410,Chennai,Hilton Chennai,5,Suite,13395,3,3,3,40185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",6,241110,11-12-2019,05-12-2019,https://tse1.mm.bing.net/th?q=Hilton+Chennai
